date,sp500,nasdaq,us_vix,move,hyg,lqd,dxy,us10y,crude,usdinr,sensex,nifty,india_vix
2008-05-15,1423.5699462890625,2533.72998046875,16.299999237060547,125.30000305175781,32.31702423095703,52.672603607177734,73.3499984741211,3.8429999351501465,124.12000274658203,42.36899948120117,17353.5390625,5115.25,29.020000457763672
2008-05-16,1425.3499755859375,2528.85009765625,16.469999313354492,122.5,32.36275863647461,52.602909088134766,72.83999633789062,3.8499999046325684,126.29000091552734,42.36600112915039,17434.939453125,5157.7001953125,23.25
2008-05-19,1426.6300048828125,2516.090087890625,17.010000228881836,117.5,32.490116119384766,52.61286163330078,73.04000091552734,3.8389999866485596,127.05000305175781,42.35100173950195,17434.939453125,5157.7001953125,23.25
2008-05-20,1413.4000244140625,2492.260009765625,17.579999923706055,116.5999984741211,32.42808151245117,52.63279342651367,72.4000015258789,3.7760000228881836,129.07000732421875,42.611000061035156,17230.1796875,5104.9501953125,24.989999771118164
2008-05-21,1390.7099609375,2448.27001953125,18.59000015258789,115.9000015258789,32.369285583496094,52.40376663208008,71.94000244140625,3.822000026702881,133.1699981689453,42.619998931884766,17243.16015625,5117.64990234375,27.860000610351562
2008-05-22,1394.3499755859375,2464.580078125,18.049999237060547,120.9000015258789,32.32030487060547,51.82632827758789,72.27999877929688,3.9210000038146973,130.80999755859375,43.077999114990234,16907.109375,5025.4501953125,34.86000061035156
2008-05-23,1375.9300537109375,2444.669921875,19.549999237060547,120.4000015258789,32.12762451171875,52.06525802612305,71.88999938964844,3.8310000896453857,132.19000244140625,42.61000061035156,16649.640625,4946.5498046875,34.029998779296875
2008-05-26,1375.9300537109375,2444.669921875,19.549999237060547,120.4000015258789,32.12762451171875,52.06525802612305,71.88999938964844,3.8310000896453857,132.19000244140625,42.54499816894531,16348.5,4875.0498046875,33.0099983215332
2008-05-27,1385.3499755859375,2481.239990234375,19.639999389648438,121.0999984741211,31.94802474975586,51.75166320800781,72.33999633789062,3.9210000038146973,128.85000610351562,42.81100082397461,16275.58984375,4859.7998046875,28.59000015258789
2008-05-28,1390.8399658203125,2486.699951171875,19.06999969482422,126.5999984741211,32.10476303100586,51.41813659667969,72.55000305175781,4.008999824523926,131.02999877929688,42.77199935913086,16525.369140625,4918.35009765625,32.630001068115234
2008-05-29,1398.260009765625,2508.320068359375,18.139999389648438,131.60000610351562,32.07211685180664,51.16923904418945,73.0199966430664,4.078999996185303,126.62000274658203,42.67599868774414,16316.259765625,4835.2998046875,28.079999923706055
2008-05-30,1400.3800048828125,2522.659912109375,17.829999923706055,130.1999969482422,32.075382232666016,51.373313903808594,72.87999725341797,4.046000003814697,127.3499984741211,42.53099822998047,16415.5703125,4870.10009765625,26.68000030517578
2008-06-02,1385.6700439453125,2491.530029296875,19.829999923706055,130.5,31.810441970825195,51.54983139038086,72.93000030517578,3.9709999561309814,127.76000213623047,42.189998626708984,16063.1796875,4739.60009765625,29.489999771118164
2008-06-03,1377.6500244140625,2480.47998046875,20.239999771118164,132.6999969482422,31.83346939086914,51.74991226196289,73.23999786376953,3.8980000019073486,124.30999755859375,42.242000579833984,15962.5595703125,4715.89990234375,28.489999771118164
2008-06-04,1377.199951171875,2503.139892578125,20.799999237060547,131.89999389648438,31.80059051513672,51.58989715576172,73.41999816894531,3.940000057220459,122.30000305175781,42.512001037597656,15514.7900390625,4585.60009765625,29.81999969482422
2008-06-05,1404.050048828125,2549.93994140625,18.6299991607666,133.8000030517578,31.938636779785156,51.31481170654297,73.04000091552734,4.025000095367432,127.79000091552734,42.792999267578125,15769.7197265625,4676.9501953125,30.31999969482422
2008-06-06,1360.6800537109375,2474.56005859375,23.559999465942383,139.60000610351562,31.849889755249023,51.56987380981445,72.38999938964844,3.937999963760376,138.5399932861328,42.715999603271484,15572.1796875,4627.7998046875,30.31999969482422
2008-06-09,1361.760009765625,2459.4599609375,23.1200008392334,151.0,31.9517822265625,51.52488327026367,72.8499984741211,3.992000102996826,134.35000610351562,42.808998107910156,15066.099609375,4500.9501953125,32.43000030517578
2008-06-10,1358.43994140625,2448.93994140625,23.18000030517578,149.60000610351562,31.96491050720215,51.229820251464844,73.69999694824219,4.098999977111816,131.30999755859375,42.83000183105469,14889.25,4449.7998046875,30.229999542236328
2008-06-11,1335.489990234375,2394.010009765625,24.1200008392334,144.60000610351562,31.95835304260254,51.209815979003906,73.20999908447266,4.072999954223633,136.3800048828125,42.59299850463867,15185.3203125,4523.60009765625,29.639999389648438
2008-06-12,1339.8699951171875,2404.35009765625,23.329999923706055,148.89999389648438,31.905773162841797,50.77471160888672,73.86000061035156,4.204999923706055,136.74000549316406,42.749000549316406,15250.2001953125,4539.35009765625,29.229999542236328
2008-06-13,1360.030029296875,2454.5,21.219999313354492,153.6999969482422,32.04710006713867,50.509647369384766,74.1500015258789,4.261000156402588,134.86000061035156,42.83100128173828,15189.6201171875,4517.10009765625,30.700000762939453
2008-06-16,1360.1400146484375,2474.780029296875,20.950000762939453,143.5,31.60338020324707,50.6897087097168,73.61000061035156,4.244999885559082,134.61000061035156,42.81399917602539,15395.8203125,4572.5,29.020000457763672
2008-06-17,1350.9300537109375,2457.72998046875,21.1299991607666,142.1999969482422,31.659259796142578,50.854736328125,73.51000213623047,4.224999904632568,134.00999450683594,42.71200180053711,15696.900390625,4653.0,28.959999084472656
2008-06-18,1337.81005859375,2429.7099609375,22.239999771118164,140.39999389648438,31.72829818725586,51.109771728515625,73.44000244140625,4.1539998054504395,136.67999267578125,42.84199905395508,15422.3095703125,4582.39990234375,31.81999969482422
2008-06-19,1342.8299560546875,2462.06005859375,21.579999923706055,136.8000030517578,31.527772903442383,50.84470748901367,73.4800033569336,4.198999881744385,131.92999267578125,42.854000091552734,15087.990234375,4504.25,32.31999969482422
2008-06-20,1317.9300537109375,2406.090087890625,22.8700008392334,137.8000030517578,31.40288543701172,50.874725341796875,73.02999877929688,4.13700008392334,134.6199951171875,42.79999923706055,14571.2900390625,4347.5498046875,28.190000534057617
2008-06-23,1318.0,2385.739990234375,22.639999389648438,136.6999969482422,31.28786277770996,50.854736328125,73.43000030517578,4.168000221252441,136.74000549316406,42.89500045776367,14293.3203125,4266.39990234375,31.1200008392334
2008-06-24,1314.2900390625,2368.280029296875,22.420000076293945,134.8000030517578,31.156356811523438,50.82469940185547,73.23999786376953,4.105000019073486,137.0,42.847999572753906,14106.580078125,4191.10009765625,34.04999923706055
2008-06-25,1321.969970703125,2401.260009765625,21.139999389648438,129.8000030517578,31.261547088623047,50.86471939086914,72.93000030517578,4.114999771118164,134.5500030517578,42.68899917602539,14220.0703125,4252.64990234375,36.459999084472656
