date,close,confidence
2021-08-10,175.6300048828125,0.0
2021-09-01,184.30999755859372,0.1111111111111111
2021-09-23,192.2899932861328,0.2222222222222222
2021-10-14,197.1100006103516,0.3333333333333333
2021-11-08,195.3699951171875,0.0
2021-11-30,183.6999969482422,0.0
2021-12-21,181.4499969482422,0.0
2022-01-11,194.69000244140625,0.0
2022-02-02,192.1199951171875,0.0
2022-02-23,185.0500030517578,0.0
2022-03-17,186.7100067138672,0.0
2022-04-08,192.75999450683597,0.0
2022-05-04,181.0500030517578,0.0
2022-05-25,174.1300048828125,0.0
2022-06-15,171.10000610351562,0.0
2022-07-06,174.1199951171875,0.0
2022-07-27,181.6000061035156,0.0
2022-08-19,193.6100006103516,0.0
2022-09-12,195.63999938964844,0.0
2022-10-03,184.25,0.0
2022-10-25,192.4900054931641,0.0
2022-11-17,200.1999969482422,0.0
2022-12-08,203.6199951171875,0.0
2022-12-29,198.77999877929688,0.0
2023-01-19,198.42999267578125,0.0
2023-02-10,195.4900054931641,0.0
2023-03-03,192.50999450683597,0.0
2023-03-27,186.17999267578125,0.0
2023-04-21,192.8500061035156,0.0
2023-05-15,201.33999633789065,0.0
2023-06-05,204.27999877929688,0.0
2023-06-26,205.1699981689453,0.0
2023-07-18,217.0200042724609,0.1111111111111111
2023-08-08,215.7899932861328,0.0
2023-08-30,213.5399932861328,0.0
2023-09-21,217.6300048828125,0.0
2023-10-13,218.07000732421875,0.0
2023-11-06,214.55999755859372,0.0
2023-11-29,221.66000366210935,0.0
2023-12-20,233.25,0.0
2024-01-11,238.8699951171875,0.0
2024-02-05,240.2400054931641,0.0
2024-02-26,244.8699951171875,0.0
2024-03-19,241.6000061035156,0.0
2024-04-12,249.55999755859372,0.0
2024-05-07,247.1100006103516,0.0
2024-05-29,252.3699951171875,0.0
2024-06-20,261.7200012207031,0.0
2024-07-11,270.75,0.0
2024-08-02,275.69000244140625,0.0
2024-08-26,278.8399963378906,0.0
2024-09-16,283.2699890136719,0.0
2024-10-08,279.3999938964844,0.2222222222222222
2024-10-29,273.5899963378906,0.0
2024-11-21,261.2900085449219,0.0
2024-12-12,274.1000061035156,0.0
2025-01-03,268.4100036621094,0.0
2025-01-24,258.19000244140625,0.0
2025-02-13,258.1700134277344,0.0
2025-03-07,252.83999633789065,0.0
2025-04-01,259.6000061035156,0.0
2025-04-25,268.6300048828125,0.0
2025-05-19,279.2099914550781,0.0
2025-06-09,281.3500061035156,0.0
2025-06-30,286.510009765625,0.0
2025-07-21,282.260009765625,0.0
2025-08-11,277.2900085449219,0.0
2025-09-03,278.94000244140625,0.0
2025-09-24,282.8800048828125,0.0
2025-10-16,288.70001220703125,0.0
2025-11-11,290.82000732421875,0.0
2025-12-02,294.6600036621094,0.0
2025-12-23,295.67999267578125,0.0
2026-01-14,290.6600036621094,0.0
2026-02-05,290.3500061035156,0.0
2026-02-26,288.5799865722656,0.0
2026-03-20,262.07000732421875,0.0
2026-04-16,273.95001220703125,0.0
2026-05-07,275.1700134277344,0.0
2026-05-28,270.94000244140625,0.0
